CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_LNAME,TWITTER,T_NAME,Search Date,company related,personal related,Note,
38712,2017,84863T10,SPOK HOLDINGS INC,Vincent,Kelly,X,X,2018/12/2,,,https://www.linkedin.com/in/vincent-kelly-3b329911/,
52158,2017,85208M10,SPROUTS FARMERS MARKET,Amin,Maredia,X,X,2018/12/2,,,https://www.linkedin.com/in/amin-maredia-1184037/,
53844,2017,78463M10,SPS COMMERCE INC,Archie,Black,https://twitter.com/archieblacksps,rchieBlackSPS,2018/12/2,7,13,,
52479,2017,78463510,SPX CORP,Eugene,Lowe,X,X,2018/12/2,,,https://www.linkedin.com/in/genelowe/,
54840,2017,78469X10,SPX FLOW INC,Marcus,Michael,X,X,2018/12/2,,,https://www.linkedin.com/in/marc-michael-88484a46/,
51939,2017,78470V10,SRC ENERGY INC,Lynn,Peterson,X,X,2018/12/2,,,,
47332,2017,85254C30,STAGE STORES INC,Michael,Glazer,X,X,2018/12/2,,,https://www.linkedin.com/in/michael-glazer-70b7556/,
31563,2017,85285720,STAMPS.COM INC,Kenneth,McBride,https://twitter.com/kenm_stampscom,KenM_Stampscom,2018/12/2,0,0,https://www.linkedin.com/in/ken-mcbride-45a8781/,
48804,2017,85366610,STANDARD MOTOR PRODS,Eric,Sills,X,X,2018/12/2,,,https://www.linkedin.com/in/eric-sills-20161b125/,
49582,2017,85423110,STANDEX INTERNATIONAL CORP,David,Dunbar,X,X,2018/12/2,,,https://www.linkedin.com/in/david-dunbar-98264220/,
18636,2017,85450210,STANLEY BLACK & DECKER INC,James,Loree,X,X,2018/12/2,,,https://www.linkedin.com/in/james-loree-485207123/,
10976,2017,85524410,STARBUCKS CORP,Howard,Schultz,https://twitter.com/howardschultz,HowardSchultz,2018/12/2,0,0,,
43955,2017,85569C10,STARTEK INC,Chad,Carlson,X,X,2018/12/2,,,https://www.linkedin.com/in/chad-carlson/,
30289,2017,85747710,STATE STREET CORP,Joseph,Hooley,X,X,2018/12/2,,,,
53710,2017,85809810,STEEL CONNECT INC,James,Henderson,X,X,2018/12/2,,,https://www.linkedin.com/in/james-henderson-263b5066/,
18198,2017,85811910,STEEL DYNAMICS INC,Mark,Millett,X,X,2018/12/2,,,,
27537,2017,85837510,STEIN MART INC,D.,Hawkins,X,X,2018/12/2,,,https://www.linkedin.com/in/hunthawkins/,
36432,2017,85858610,STEPAN CO,F.,Stepan,X,X,2018/12/2,,,,
45629,2017,85891210,STERICYCLE INC,Charles,Alutto,X,X,2018/12/2,,,https://www.linkedin.com/in/charles-alutto-19470254/,
35499,2017,G8472010,STERIS PLC,Walter,Rosebrough,X,X,2018/12/2,,,https://www.linkedin.com/in/walt-rosebrough-09655613/,
48247,2017,85917A10,STERLING BANCORP,Jack,Kopnisky,X,X,2018/12/2,,,https://www.linkedin.com/in/jack-kopnisky-077392148/,
28719,2017,86037210,STEWART INFORMATION SERVICES,Matthew,Morris,X,X,2018/12/2,,,,
37912,2017,86063010,STIFEL FINANCIAL CORP,Ronald,Kruszewski,https://twitter.com/RonKruszewski,RonKruszewski,2018/12/2,0,0,?????????????? https://www.linkedin.com/in/ronald-ron-kruszewski-7148aa36/,
57975,2017,86164240,STONE ENERGY CORP,James,Trimble,X,X,2018/12/2,,,https://www.linkedin.com/in/james-trimble-ba914b24/,
43244,2017,78478V20,STR HOLDINGS INC,Robert,Yorgensen,X,X,2018/12/2,,,https://www.linkedin.com/in/robert-yorgensen-717588120/,
47961,2017,M8554810,STRATASYS LTD,Ilan,Levin,https://twitter.com/LevinIlan,LevinIlan,2018/12/2,18,2,???????????????????????????????????company?https://www.linkedin.com/in/ilan-levin-4b144a/?originalSubdomain=il,
35047,2017,86323610,STRAYER EDUCATION INC,Karl,McDonnell,https://twitter.com/karl_mcdonnell,Karl_McDonnell,2018/12/1,7,13,,
45326,2017,86366710,STRYKER CORP,Kevin,Lobo,https://twitter.com/kevinalobo,Kevinalobo,2018/12/1,0,0,,
28495,2017,86415910,STURM RUGER & CO INC,Christopher,Killoy,X,X,2018/12/1,,,,
50412,2017,86608210,SUMMIT HOTEL PROPERTIES INC,Daniel,Hansen,X,X,2018/12/1,,,,
44938,2017,86722A10,SUNCOKE ENERGY INC,Frederick,Henderson,X,X,2018/12/1,,,,
32154,2017,86791410,SUNTRUST BANKS INC,William,Rogers,X,X,2018/12/1,,,,
43880,2017,86815710,SUPERIOR ENERGY SERVICES INC,David,Dunlap,X,X,2018/12/1,,,,
50605,2017,86816810,SUPERIOR INDUSTRIES INTL,Donald,Stebbins,X,X,2018/12/1,,,,
51301,2017,86845910,SUPERNUS PHARMACEUTICALS INC,Jack,Khattar,X,X,2018/12/1,,,https://www.linkedin.com/in/jack-khattar-00802812/,
53418,2017,86853630,SUPERVALU INC,Mark,Gross,X,X,2018/12/1,,,https://www.linkedin.com/in/mark-gross-08b0785/,
44888,2017,86887310,SURMODICS INC,Gary,Maharaj,https://twitter.com/Garyhxvug,Garyhxvug,2018/12/1,,,???????????follower???????????????????,
27067,2017,78486Q10,SVB FINANCIAL GROUP,Gregory,Becker,X,X,2018/12/1,,,,
48015,2017,78501P20,SWK HOLDINGS CORP,Winston,Black,X,X,2018/12/1,,,https://www.linkedin.com/in/winston-black-069299/,
24014,2017,87123710,SYKES ENTERPRISES INC,Charles,Sykes,https://twitter.com/sykesceo,SYKESCEO,2018/12/1,protected account,protected account,,
46377,2017,87157D10,SYNAPTICS INC,Richard,Bergman,https://twitter.com/rickbergmansyna,RickBergmanSyna,2018/12/1,20,0,,
51767,2017,87165B10,SYNCHRONY FINANCIAL,Margaret,Keane,https://twitter.com/syfmkeane,SYFMKeane,2018/12/1,18,2,,
54802,2017,87166B10,SYNEOS HEALTH INC,Alistair,MacDonald,X,X,2018/11/30,,,https://www.linkedin.com/in/macdonaldalistair/?originalSubdomain=uk,
50365,2017,87163F10,SYNIVERSE HOLDINGS INC,Stephen,Gray,X,X,2018/11/30,,,,
36901,2017,87162W10,SYNNEX CORP,Kevin,Murai,X,X,2018/11/30,,,,
13604,2017,87160710,SYNOPSYS INC,Aart,de Geus,https://twitter.com/aartdegeus,aartdegeus,2018/11/30,0,0,?followers?????????,
44114,2017,87161C50,SYNOVUS FINANCIAL CORP,Kessel,Stelling,https://twitter.com/KesselStelling,KesselStelling,2018/11/30,0,0,?followers?????????,
35885,2017,87182910,SYSCO CORP,William,DeLaney,X,X,2018/11/30,,,,
59282,2017,87337910,TABULA RASA HEALTHCARE INC,Calvin,Knowlton,https://twitter.com/CalvinKnowlton/following,CalvinKnowlton,2018/11/30,0,0,,
56186,2017,87357P10,TACTILE SYSTEMS TECHNOLOGY,Gerald,Mattys,https://twitter.com/uprmgmt/followers?lang=en,uprmgmt,2018/11/30,,,https://www.linkedin.com/in/jerrymattys/,"?????linkedln, ?????, ???????"
31311,2017,87403A10,TAILORED BRANDS INC,Douglas,Ewert,X,X,2018/11/30,,,https://www.linkedin.com/in/doug-ewert-13a18b49/,
35062,2017,87546510,TANGER FACTORY OUTLET CTRS,Steven,Tanger,X,X,2018/11/30,,,,
48016,2017,87603010,TAPESTRY INC,Victor,Luis,X,X,2018/11/30,,,,
51063,2017,8.76E+14,TARGET CORP,Brian,Cornell,X,X,2018/11/30,,,,
43131,2017,87666410,TAUBMAN CENTERS INC,Robert,Taubman,X,X,2018/11/30,,,https://www.linkedin.com/in/robert-s-taubman-12b576120/,
32570,2017,87227510,TCF FINANCIAL CORP,Craig,Dahl,X,X,2018/11/30,,,https://www.linkedin.com/in/craig-dahl-377287127/,
53965,2017,87236Y10,TD AMERITRADE HOLDING CORP,Timothy,Hockey,https://twitter.com/timhockey,TimHockey,2018/11/30,6,14,,
36001,2017,H8498910,TE CONNECTIVITY LTD,Terrence,Curtin,X,X,2018/11/30,,,https://www.linkedin.com/in/terrence-curtin/,
53424,2017,87815510,TEAM INC,Ted,Owen,X,X,2018/11/30,,,,
53956,2017,G8711010,TECHNIPFMC PLC,Thierry,Pilenko,X,X,2018/11/30,,,https://www.linkedin.com/in/thierry-pilenko-52baaa1b/?originalSubdomain=fr,
37074,2017,87901J10,TEGNA INC,David,Lougee,https://twitter.com/dtlougee,DTLougee,2018/11/30,12,8,,
19191,2017,87936010,TELEDYNE TECHNOLOGIES INC,Robert,Mehrabian,X,X,2018/11/30,,,,
45340,2017,87936910,TELEFLEX INC,Benson,Smith,X,X,2018/11/30,,,,
4008,2017,87943382,TELEPHONE & DATA SYSTEMS INC,LeRoy,Carlson,X,X,2018/11/30,,,,
53030,2017,88023U10,TEMPUR SEALY INTL INC,Scott,Thompson,X,X,2018/11/30,,,https://www.linkedin.com/in/scott-thompson-70b78b120/,
10390,2017,88033G40,TENET HEALTHCARE CORP,Trevor,Fetter,X,X,2018/11/30,,,https://www.linkedin.com/in/trevor-fetter/,
44437,2017,88034510,TENNANT CO,H.,Killingstad,X,X,2018/11/30,,,https://www.linkedin.com/in/h-chris-killingstad-183a86/,
52586,2017,88034910,TENNECO INC,Brian,Kesseler,X,X,2018/11/30,,,https://www.linkedin.com/in/brian-kesseler-16135419/,
54550,2017,88076W10,TERADATA CORP,Victor,Lund,https://twitter.com/vicllund,VicLLund,2018/11/29,18,2,https://www.linkedin.com/in/victorllund/,
31023,2017,88077010,TERADYNE INC,Mark,Jagiela,X,X,2018/11/29,,,,
52539,2017,88077910,TEREX CORP,John,Garrison,X,X,2018/11/29,,,,
28313,2017,88162G10,TETRA TECH INC,Dan,Batrack,X,X,2018/11/29,,,,
30585,2017,88162F10,TETRA TECHNOLOGIES INC/DE,Stuart,Brightman,X,X,2018/11/29,,,,
43197,2017,88224Q10,TEXAS CAPITAL BANCSHARES INC,C.,Cargill,X,X,2018/11/29,,,https://www.linkedin.com/in/keith-cargill-81442814/,
13869,2017,88250810,TEXAS INSTRUMENTS INC,Richard,Templeton,X,X,2018/11/29,,,,
36459,2017,88268110,TEXAS ROADHOUSE INC,Wayne,Taylor,X,X,2018/11/29,,,,
37007,2017,88320310,TEXTRON INC,Scott,Donnelly,X,X,2018/11/29,,,,
25371,2017,88355610,THERMO FISHER SCIENTIFIC INC,Marc,Casper,X,X,2018/11/29,,,,
55656,2017,G8827U10,THIRD POINT REINSURANCE LTD,James,Bredahl,X,X,2018/11/29,,,,
46465,2017,88516010,THOR INDUSTRIES INC,Robert,Martin,X,X,2018/11/29,,,,
33427,2017,88642R10,TIDEWATER INC,Jeffrey,Platt,X,X,2018/11/29,,,,
4379,2017,88654710,TIFFANY & CO,Michael,Kowalski,X,X,2018/11/29,,,https://www.linkedin.com/in/michael-kowalski-49731b115/,
53619,2017,88677Q10,TILE SHOP HOLDINGS INC,Robert,Rucker,X,X,2018/11/29,,,,
25219,2017,88731730,TIME WARNER INC,Jeffrey,Bewkes,X,X,2018/11/29,,,,
46769,2017,88738910,TIMKEN CO,Richard,Kyle,X,X,2018/11/29,,,,
49624,2017,88739910,TIMKENSTEEL CORP,Ward,Timken,X,X,2018/11/29,,,,
43895,2017,88830M10,TITAN INTERNATIONAL INC,Paul,Reitz,X,X,2018/11/29,,,https://www.linkedin.com/in/paul-reitz-7869023/,
52753,2017,88870R10,TIVITY HEALTH INC,Donato,Tramuto,https://twitter.com/donatotramuto,DonatoTramuto,2018/11/28,18,2,https://www.linkedin.com/in/donato-tramuto-71594344/,
38671,2017,88870P10,TIVO CORP,Thomas,Carson,X,X,2018/11/28,,,https://www.linkedin.com/in/tom-carson-517a161/,
34263,2017,87254010,TJX COMPANIES INC,Ernie,Herrman,X,X,2018/11/28,,,,
43428,2017,88947810,TOLL BROTHERS INC,Douglas,Yearley,X,X,2018/11/28,,,,
36583,2017,89011010,TOMPKINS FINANCIAL CORP,Stephen,Romaine,X,X,2018/11/28,,,,
20780,2017,89051610,TOOTSIE ROLL INDUSTRIES INC,Ellen,Gordon,X,X,2018/11/28,,,https://www.linkedin.com/in/ellen-gordon-64a63022/,
51407,2017,89055F10,TOPBUILD CORP,Gerald,Volas,X,X,2018/11/28,,,https://www.linkedin.com/in/jerry-volas-33001a132/,
30225,2017,89102710,TORCHMARK CORP,Larry,Hutchison,X,X,2018/11/28,,,https://www.linkedin.com/in/larry-hutchison-428b0440/,
54185,2017,89109210,TORO CO,Richard,Olson,X,X,2018/11/28,,,https://www.linkedin.com/in/richard-olson-417770a/,
11947,2017,89190610,TOTAL SYSTEM SERVICES INC,M.,Woods,X,X,2018/11/28,,,https://www.linkedin.com/in/troy-woods-46566635/,
37345,2017,89235610,TRACTOR SUPPLY CO,Gregory,Sandfort,X,X,2018/11/28,,,https://www.linkedin.com/in/gregory-sandfort-7248463b/,
53469,2017,89364110,TRANSDIGM GROUP INC,Walter,Howley,X,X,2018/11/28,,,,
52205,2017,H8817H10,TRANSOCEAN LTD,Jeremy,Thigpen,X,X,2018/11/28,,,,
34273,2017,8.94E+14,TRAVELERS COS INC,Alan,Schnitzer,https://twitter.com/TRVSchnitz,TRVSchnitz,2018/11/28,0,0,??????????https://twitter.com/schnitzeralan https://www.linkedin.com/in/alanschnitzer/,
7619,2017,89465010,TREDEGAR CORP,John,Gottwald,X,X,2018/11/28,,,,
36462,2017,89469A10,TREEHOUSE FOODS INC,Sam,Reed,X,X,2018/11/28,,,,
52262,2017,89531P10,TREX CO INC,James,Cline,X,X,2018/11/28,,,,
51542,2017,87265H10,TRI POINTE GROUP INC,Douglas,Bauer,X,X,2018/11/28,,,,
58946,2017,89604750,TRIBUNE MEDIA CO,Peter,Kern,X,X,2018/11/28,,,,
19580,2017,89623910,TRIMBLE INC,Steven,Berglund,X,X,2018/11/28,,,,
4036,2017,89652210,TRINITY INDUSTRIES,Timothy,Wallace,X,X,2018/11/28,,,,
46081,2017,89694520,TRIPADVISOR INC,Stephen,Kaufer,https://twitter.com/kaufer,kaufer,2018/11/28,2,18,https://www.linkedin.com/in/stkaufer/,
53450,2017,89681810,TRIUMPH GROUP INC,Daniel,Crowley,X,X,2018/11/28,,,https://www.linkedin.com/in/daniel-crowley-6419319/,
59708,2017,Q9235V10,TRONOX LTD,Peter,Johnston,X,X,2018/11/28,,,,
24352,2017,89785X10,TRUEBLUE INC,Steven,Cooper,X,X,2018/11/28,,,https://www.linkedin.com/in/steve-cooper-69911036/,
22237,2017,89834910,TRUSTCO BANK CORP/NY,Robert,McCormick,X,X,2018/11/28,,,,
42502,2017,89840210,TRUSTMARK CORP,Gerard,Host,X,X,2018/11/28,,,,
38702,2017,89854H10,TTEC HOLDINGS INC,Kenneth,Tuchman,https://twitter.com/Gronsdorfer,Gronsdorfer,2018/11/28,,,"????????????, https://www.linkedin.com/in/kenneth-tuchman-93a36180/",
48623,2017,87305R10,TTM TECHNOLOGIES INC,Thomas,Edman,X,X,2018/11/28,,,https://www.linkedin.com/in/tom-edman-5609b163/,
53593,2017,89903550,TUESDAY MORNING CORP,Steven,Becker,X,X,2018/11/28,,,https://www.linkedin.com/in/steven-becker-14b52531/,
10790,2017,89989610,TUPPERWARE BRANDS CORP,E.,Goings,https://twitter.com/rickgoingstup,RickGoingsTUP,2018/11/28,9,11,,
36577,2017,90130A10,TWENTY-FIRST CENTURY FOX INC,James,Murdoch,https://twitter.com/jamesmurdoch83,jamesmurdoch83,2018/11/28,,,???????????,
60377,2017,90184L10,TWITTER INC,Jack,Dorsey,https://twitter.com/jack,jack,2018/11/28,2,18,,
35151,2017,90225210,TYLER TECHNOLOGIES INC,John,Marr,X,X,2018/11/28,,,,
53892,2017,90249410,TYSON FOODS INC -CL A,Thomas,Hayes,https://twitter.com/tom_hayes,Tom_Hayes,2018/11/27,11,9,https://www.linkedin.com/in/thomasphayes/,
28421,2017,90297330,U S BANCORP,Andrew,Cecere,X,X,2018/11/27,,,,
51850,2017,90333L20,U S CONCRETE INC,William,Sandbrook,X,X,2018/11/27,,,https://www.linkedin.com/in/william-sandbrook-2375748b/,
51785,2017,90337L10,U S PHYSICAL THERAPY INC,Christopher,Reading,X,X,2018/11/27,,,https://www.linkedin.com/in/chris-reading-15769216/,
48668,2017,9.03E+14,U S SILICA HOLDINGS INC,Bryan,Shinn,X,X,2018/11/27,,,https://www.linkedin.com/in/bryan-shinn-735b3414/,
25526,2017,90265310,UDR INC,Thomas,Toomey,X,X,2018/11/26,,,https://www.linkedin.com/in/tom-toomey-b137527/,
30103,2017,90268110,UGI CORP,John,Walsh,X,X,2018/11/26,,,https://www.linkedin.com/in/john-walsh-896ba210/,
53090,2017,90384S30,ULTA BEAUTY INC,Mary,Dillon,https://twitter.com/maryndillon,MaryNDillon,2018/11/26,protected account,protected account,,
49692,2017,90385D10,ULTIMATE SOFTWARE GROUP INC,Scott,Scherr,X,X,2018/11/26,,,,
56459,2017,90385V10,ULTRA CLEAN HOLDINGS INC,James,Scholhamer,X,X,2018/11/26,,,https://www.linkedin.com/in/jim-scholhamer-87b13316/,
43530,2017,90421410,UMPQUA HOLDINGS CORP,Cort,OHaver,X,X,2018/11/26,,,,
36122,2017,90431110,UNDER ARMOUR INC,Kevin,Plank,X,X,2018/11/26,,,https://www.linkedin.com/in/kevin-plank-0a3714148/,
55597,2017,90467720,UNIFI INC,Kevin,Hall,X,X,2018/11/26,,,https://www.linkedin.com/in/kevin-hall-43a73314a/,
33807,2017,90470810,UNIFIRST CORP,Ronald,Croatti,X,X,2018/11/26,,,,
45354,2017,90781810,UNION PACIFIC CORP,Lance,Fritz,X,X,2018/11/26,,,only fake account exits,
51968,2017,90921430,UNISYS CORP,Peter,Altabef,https://twitter.com/PAltabef,PAltabef,2018/11/26,0,0,,
23094,2017,90921810,UNIT CORP,Larry,Pinkston,X,X,2018/11/26,,,https://www.linkedin.com/in/larry-pinkston-8573ab34/,
15216,2017,90990710,UNITED BANKSHARES INC/WV,Richard,Adams,X,X,2018/11/26,,,,
32810,2017,90984P30,UNITED COMMUNITY BANKS INC,Jimmy,Tallent,X,X,2018/11/26,,,,
53185,2017,91004710,UNITED CONTINENTAL HLDGS INC,Oscar,Munoz,https://twitter.com/unitedmunoz,UnitedMunoz,2018/11/26,0,0,https://www.linkedin.com/in/oscarmunozua/,
30189,2017,91034010,UNITED FIRE GROUP INC,Randy,Ramlo,https://twitter.com/RamloRandy,RamloRandy,2018/11/26,,,?????????????????,
50386,2017,91071010,UNITED INSURANCE HOLDINGS CO,John,Forney,X,X,2018/11/26,,,,
38445,2017,91116310,UNITED NATURAL FOODS INC,Steven,Spinner,X,X,2018/11/26,,,,
30406,2017,91131210,UNITED PARCEL SERVICE INC,David,Abney,X,X,2018/11/26,,,https://www.linkedin.com/in/davidabneyups/,
27632,2017,91136310,UNITED RENTALS INC,Michael,Kneeland,X,X,2018/11/26,,,,
48544,2017,91290910,UNITED STATES STEEL CORP,David,Burritt,X,X,2018/11/26,,,,
32130,2017,91301710,UNITED TECHNOLOGIES CORP,Gregory,Hayes,X,X,2018/11/26,,,https://www.linkedin.com/in/gregory-hayes-utc/,
37941,2017,91307C10,UNITED THERAPEUTICS CORP,Martine,Rothblatt,https://twitter.com/skybiome,Skybiome,2018/11/26,5,15,????????????????,
16868,2017,91324P10,UNITEDHEALTH GROUP INC,Stephen,Hemsley,X,X,2018/11/26,,,,
51107,2017,91325V10,UNITI GROUP INC,Kenneth,Gunderman,X,X,2018/11/26,,,https://www.linkedin.com/in/kenny-gunderman-980b995/,
35175,2017,91348310,UNIVERSAL ELECTRONICS INC,Paul,Arling,X,X,2018/11/26,,,,
27078,2017,91354310,UNIVERSAL FOREST PRODS INC,Matthew,Missad,https://twitter.com/mmissad1,mmissad1,2018/11/26,0,1,https://www.linkedin.com/in/matt-missad-00a61610/,
42944,2017,9.14E+14,UNIVERSAL HEALTH RLTY INCOME,Alan,Miller,X,X,2018/11/26,,,https://www.linkedin.com/in/alanbmiller/,
6850,2017,91390310,UNIVERSAL HEALTH SVCS INC,Alan,Miller,X,X,2018/11/26,,,https://www.linkedin.com/in/alanbmiller/,
48553,2017,91359V10,UNIVERSAL INSURANCE HLDGS,Sean,Downes,X,X,2018/11/26,,,https://www.linkedin.com/in/sean-downes-090b6066/,
31580,2017,91391510,UNIVERSAL TECHNICAL INST,Kimberly,McWaters,X,X,2018/11/26,,,https://www.linkedin.com/in/kim-mcwaters-89020151/,
42292,2017,91529Y10,UNUM GROUP,Richard,McKenney,https://twitter.com/unumrick,UnumRick,2018/11/25,19,1,,
52726,2017,91704F10,URBAN EDGE PROPERTIES,Jeffrey,Olson,X,X,2018/11/25,,,,
31541,2017,91705J20,URBAN ONE INC,Alfred,Liggins,X,X,2018/11/25,,,,
36131,2017,91704710,URBAN OUTFITTERS INC,Richard,Hayne,X,X,2018/11/25,,,,
36481,2017,91728620,URSTADT BIDDLE PROPERTIES,Willing,Biddle,X,X,2018/11/25,,,,
49520,2017,91732J10,US ECOLOGY INC,Jeffrey,Feeler,https://twitter.com/Jeff_Feeler,Jeff_Feeler,2018/11/25,0,0,?????????????https://www.linkedin.com/in/jeff-feeler-132a067/,
32598,2017,90328M10,USANA HEALTH SCIENCES INC,Kevin,Guest,https://twitter.com/usana_kevin,USANA_Kevin,2018/11/25,12,8,https://www.linkedin.com/in/kevin-guest-a41a203/,
52592,2017,90329340,USG CORP,Jennifer,Scanlon,X,X,2018/11/25,,,https://www.linkedin.com/in/jennifer-scanlon-7a88686/?locale=zh_CN,
34092,2017,91913Y10,VALERO ENERGY CORP,Joseph,Gorder,X,X,2018/11/25,,,,
39263,2017,91979410,VALLEY NATIONAL BANCORP,Gerald,Lipkin,X,X,2018/11/25,,,,
6864,2017,92025310,VALMONT INDUSTRIES INC,Mogens,Bay,X,X,2018/11/24,,,,
55301,2017,92047W10,VALVOLINE INC,Samuel,Mitchell,X,X,2018/11/24,,,https://www.linkedin.com/in/sam-mitchell-3b3a66156/,
54363,2017,92214X10,VAREX IMAGING CORP,Sunny,Sanyal,https://twitter.com/SunnySanyal,SunnySanyal,2018/11/24,0,1,,
3320,2017,92240G10,VECTREN CORP,Carl,Chapman,X,X,2018/11/24,,,,
35213,2017,92241710,VEECO INSTRUMENTS INC,John,Peeler,X,X,2018/11/24,,,,
38137,2017,92276F10,VENTAS INC,Debra,Cafaro,X,X,2018/11/24,,,,
52357,2017,92335C10,VERA BRADLEY INC,Robert,Wallstrom,X,X,2018/11/24,,,https://www.linkedin.com/in/robert-wallstrom-29726814/,
48646,2017,92342Y10,VERIFONE SYSTEMS INC,Paul,Galant,https://twitter.com/paulgalant,PaulGalant,2018/11/24,20,0,https://www.linkedin.com/in/paulgalant/,
37278,2017,9.23E+14,VERISIGN INC,D.,Bidzos,X,X,2018/11/24,,,,
51685,2017,92345Y10,VERISK ANALYTICS INC,Scott,Stephenson,https://twitter.com/sgsyes0619,sgsyes0619,2018/11/24,0,1,,
50690,2017,92345410,VERITIV CORP,Mary,Laschinger,X,X,2018/11/24,,,,
34098,2017,92343V10,VERIZON COMMUNICATIONS INC,Lowell,McAdam,X,X,2018/11/24,,,https://www.linkedin.com/in/lowellmcadam/,
53687,2017,92532W10,VERSUM MATERIALS INC,Guillermo,Novo,X,X,2018/11/24,,,,
45515,2017,92532F10,VERTEX PHARMACEUTICALS INC,Jeffrey,Leiden,X,X,2018/11/24,,,,
45362,2017,91820410,VF CORP,Steven,Rendle,X,X,2018/11/24,,,https://www.linkedin.com/in/steve-rendle-5ab40127/,
30944,2017,92553P20,VIACOM INC,Robert,Bakish,X,X,2018/11/24,,,,
45786,2017,92552R40,VIAD CORP,Steven,Moster,X,X,2018/11/24,,,https://www.linkedin.com/in/stevemoster/,
53707,2017,92555010,VIAVI SOLUTIONS INC,Oleg,Khaykin,X,X,2018/11/24,,,https://www.linkedin.com/in/oleg-khaykin-391b084/,
44851,2017,92828Q10,VIRTUS INVESTMENT PTNRS INC,George,Aylward,X,X,2018/11/24,,,https://www.linkedin.com/in/george-r-aylward-02988124/,
56416,2017,92826C83,VISA INC,Alfred,Kelly,X,X,2018/11/24,,,,
9192,2017,92829810,VISHAY INTERTECHNOLOGY INC,Gerald,Paul,X,X,2018/11/24,,,,
60387,2017,92837710,VISTA OUTDOOR INC,Christopher,Metz,X,X,2018/11/24,,,https://www.linkedin.com/in/chris-metz-30564691/,
52974,2017,92839U20,VISTEON CORP,Sachin,Lawande,X,X,2018/11/24,,,https://www.linkedin.com/in/sachin-lawande-40125938/,
53075,2017,9.28E+14,VITAMIN SHOPPE INC,Colin,Watts,X,X,2018/11/24,,,https://www.linkedin.com/in/colin-watts-5115a4b/,
52086,2017,92870310,VOLT INFO SCIENCES INC,Michael,Dean,X,X,2018/11/24,,,https://www.linkedin.com/in/michaeldavdean/,
55782,2017,92886T20,VONAGE HOLDINGS CORP,Alan,Masarek,https://twitter.com/alanmasarek,alanmasarek,2018/11/24,0,0,https://www.linkedin.com/in/alan-masarek-1aa1a8a8/,
29797,2017,92904210,VORNADO REALTY TRUST,Steven,Roth,X,X,2018/11/24,,,,
18245,2017,91829F10,VOXX INTERNATIONAL CORP,Patrick,Lavelle,X,X,2018/11/24,,,,
48826,2017,92916010,VULCAN MATERIALS CO,James,Hill,X,X,2018/11/24,,,,
26041,2017,92956610,WABASH NATIONAL CORP,Richard,Giromini,X,X,2018/11/24,,,,
41670,2017,92974010,WABTEC CORP,Raymond,Betler,X,X,2018/11/24,,,,
45672,2017,93005910,WADDELL&REED FINL INC -CL A,Philip,Sanders,X,X,2018/11/24,,,,
51734,2017,93142710,WALGREENS BOOTS ALLIANCE INC,Stefano,Pessina,X,X,2018/11/24,,,,
51234,2017,93148P10,WALKER & DUNLOP INC,William,Walker,X,X,2018/11/24,,,,
37626,2017,93114210,WALMART INC,C.,McMillon,X,X,2018/11/24,,,https://www.linkedin.com/in/dougmcmillon/,
20066,2017,93882410,WASHINGTON FEDERAL INC,Roy,Whitehead,X,X,2018/11/24,,,https://www.linkedin.com/in/roy-whitehead-38073227/,
54279,2017,93964W10,WASHINGTON PRIME GROUP INC,Louis,Conforti,X,X,2018/11/24,,,https://www.linkedin.com/in/louis-g-conforti-433a01b6/,
23095,2017,94106B10,WASTE CONNECTIONS INC,Ronald,Mittelstaedt,X,X,2018/11/24,,,https://www.linkedin.com/in/ron-mittelstaedt-08235117/,
47170,2017,94106L10,WASTE MANAGEMENT INC,James,Fish,https://twitter.com/jimfishwm,jimfishwm,2018/11/24,20,0,https://www.linkedin.com/in/jim-fish-1769653/,
52859,2017,94184810,WATERS CORP,Christopher,O'Connell,X,X,2018/11/24,,,https://www.linkedin.com/in/chris-o-connell-5a309614/,
15175,2017,94262220,WATSCO INC,Albert,Nahmad,X,X,2018/11/24,,,https://www.linkedin.com/in/albert-nahmad-64660328/,
50644,2017,94274910,WATTS WATER TECHNOLOGIES INC,Robert,Pagano,X,X,2018/11/24,,,https://www.linkedin.com/in/robert-pagano-jr-065b543/,
9198,2017,92923610,WD-40 CO,Garry,Ridge,https://twitter.com/learningmoment,LearningMoment,2018/11/24,15,5,,
60344,2017,G4883310,WEATHERFORD INTL PLC,Mark,McCollum,X,X,2018/11/24,,,,
17384,2017,94789010,WEBSTER FINANCIAL CORP,James,Smith,X,X,2018/11/24,,,https://www.linkedin.com/in/james-c-smith-7a5a7417/,
27080,2017,92939U10,WEC ENERGY GROUP INC,Allen,Leverett,X,X,2018/11/24,,,https://www.linkedin.com/in/allen-leverett-75a29a21/,
59618,2017,94862610,WEIGHT WATCHERS INTL INC,Mindy,Grossman,https://twitter.com/mindygrossman,mindygrossman,2018/11/24,14,6,,
28681,2017,94874110,WEINGARTEN REALTY INVST,Andrew,Alexander,X,X,2018/11/24,,,https://www.linkedin.com/in/andrew-alexander-271909135/,
51049,2017,94946T10,WELLCARE HEALTH PLANS INC,Kenneth,Burdick,X,X,2018/11/24,,,https://www.linkedin.com/in/kenneth-burdick-21749412/,
